CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
509240632,1/1/2016,12:00:00,8/8/2017,12:00:00,9/13/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,995590,221015,40.77331241,-73.95905925,"(40.773312409, -73.959059252)"
418016737,1/1/2016,1:10:00,,,6/19/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,985118,208831,40.73987766,-73.99686917,"(40.73987766, -73.996869174)"
404890055,1/1/2016,0:01:00,12/31/2016,23:59:00,5/18/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,LA GUARDIA,,,,,
156095250,1/1/2016,12:00:00,12/31/2016,12:00:00,5/16/2017,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINCOLN,,,,,
190783666,1/1/2016,12:00:00,3/10/2017,10:00:00,3/10/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,990292,212471,40.74986653,-73.97819495,"(40.749866529, -73.97819495)"
621425183,1/1/2016,10:00:00,2/26/2017,17:00:00,2/26/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,PUBLIC BUILDING,,,997439,233857,40.80855768,-73.95235837,"(40.808557679, -73.952358366)"
479509422,1/1/2016,0:01:00,12/31/2016,23:59:00,2/13/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,10,INSIDE,RESIDENCE - PUBLIC HOUSING,,,,,,,
631892474,1/1/2016,0:00:00,2/7/2017,0:00:00,2/7/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,996783,221912,40.77577283,-73.95475035,"(40.775772829, -73.954750345)"
885539002,1/1/2016,10:00:00,1/29/2017,12:02:00,1/31/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,25,,STREET,,,1000275,229995,40.79795286,-73.942123,"(40.797952861, -73.942123003)"
841999126,1/1/2016,0:01:00,1/1/2016,23:59:00,1/12/2017,116,SEX CRIMES,177,SEXUAL ABUSE,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,VLADECK,,,,,
917205874,1/1/2016,21:30:00,1/2/2017,21:30:00,1/4/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,988774,211352,40.74679606,-73.9836744,"(40.746796062, -73.983674396)"
738303838,1/2/2016,18:55:00,,,1/26/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,,STREET,,,1002173,249401,40.85121317,-73.93521605,"(40.851213168, -73.935216052)"
938580208,1/3/2016,0:00:00,4/4/2017,12:25:00,4/4/2017,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1002039,248536,40.84883927,-73.93570271,"(40.84883927, -73.93570271)"
924580793,1/3/2016,19:07:00,1/3/2016,19:13:00,1/3/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,14,,TRANSIT - NYC SUBWAY,,,,,,,
463494291,1/3/2016,9:30:00,1/3/2017,9:40:00,1/3/2017,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,,STREET,,,993729,215669,40.75864121,-73.96578579,"(40.758641213, -73.965785787)"
536607107,1/4/2016,9:00:00,3/30/2017,19:40:00,3/30/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,COMMERCIAL BUILDING,,,987579,216989,40.76226873,-73.98798435,"(40.762268728, -73.987984345)"
368327014,1/4/2016,22:59:00,1/4/2017,23:59:00,1/5/2017,109,GRAND LARCENY,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,CHAIN STORE,,,988095,215517,40.75822826,-73.98612252,"(40.758228256, -73.986122517)"
799945233,1/4/2016,20:50:00,,,1/4/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,FOOD SUPERMARKET,,,994077,217759,40.76437735,-73.96452658,"(40.764377346, -73.964526582)"
950172977,1/5/2016,3:20:00,1/5/2016,4:00:00,2/15/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,5,,TRANSIT - NYC SUBWAY,,,985903,201710,40.72033214,-73.99403816,"(40.720332141, -73.994038162)"
594772833,1/5/2016,17:11:00,,,1/13/2017,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,23,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,
467026499,1/5/2016,10:25:00,1/5/2017,10:25:00,1/10/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1001974,248722,40.84934992,-73.93593716,"(40.849349916, -73.935937162)"
985965656,1/5/2016,9:35:00,,,1/6/2017,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,,,,987287,220178,40.77102181,-73.98903697,"(40.771021814, -73.989036972)"
352901453,1/5/2016,15:25:00,1/5/2017,15:35:00,1/5/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,DRUG STORE,,,989172,222264,40.77674649,-73.98223003,"(40.77674649, -73.982230032)"
172381055,1/5/2016,14:25:00,1/5/2016,15:08:00,1/5/2017,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,GYM/FITNESS FACILITY,,,991007,212226,40.74919355,-73.97561465,"(40.749193549, -73.975614653)"
206808155,1/5/2016,10:45:00,1/5/2016,11:00:00,1/5/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,CHAIN STORE,,,988083,212199,40.74912119,-73.98616772,"(40.749121191, -73.986167723)"
100383471,1/6/2016,17:55:00,1/6/2017,18:00:00,1/6/2017,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,,STREET,,,997575,239672,40.82451802,-73.95185554,"(40.824518021, -73.951855544)"
771559023,1/6/2016,17:30:00,,,1/6/2017,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,CHURCH,,,,,,,
188957878,1/7/2016,16:27:00,1/21/2016,14:20:00,3/30/2017,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,DRUG STORE,,,990073,216205,40.76011556,-73.97898212,"(40.760115559, -73.978982121)"
905190931,1/7/2016,16:27:00,1/21/2016,14:20:00,3/30/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,DRUG STORE,,,990073,216205,40.76011556,-73.97898212,"(40.760115559, -73.978982121)"
734448155,1/7/2016,12:00:00,1/16/2017,23:59:00,1/18/2017,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,RESIDENCE - APT. HOUSE,,,989632,202781,40.7232703,-73.98058474,"(40.723270296, -73.980584741)"
134361802,1/7/2016,19:42:00,1/7/2017,20:40:00,1/7/2017,109,GRAND LARCENY,406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,CHECK CASHING BUSINESS,,,986631,214350,40.75502565,-73.99140739,"(40.755025653, -73.991407391)"
447681872,1/8/2016,0:01:00,6/10/2016,0:01:00,2/21/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,RESTAURANT/DINER,,,986159,202527,40.72257456,-73.9931144,"(40.722574558, -73.993114396)"
669213973,1/9/2016,22:30:00,1/9/2017,22:35:00,1/9/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,983057,203356,40.72485009,-74.00430555,"(40.724850088, -74.004305549)"
405533267,1/10/2016,15:00:00,5/21/2017,16:00:00,5/21/2017,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,998205,241892,40.83061031,-73.94957461,"(40.830610314, -73.94957461)"
800653090,1/11/2016,12:00:00,1/11/2016,13:00:00,9/13/2017,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,992848,228356,40.7934646,-73.96894964,"(40.793464597, -73.968949638)"
249375400,1/11/2016,22:00:00,3/27/2017,21:45:00,3/28/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESTAURANT/DINER,,,981986,200446,40.71686263,-74.00816852,"(40.716862629, -74.008168522)"
379960286,1/11/2016,20:30:00,1/12/2016,1:00:00,2/7/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,HOTEL/MOTEL,,,,,,,
732416152,1/11/2016,8:45:00,1/11/2017,9:00:00,1/11/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,23,INSIDE,RESIDENCE - APT. HOUSE,,,998148,226642,40.78875338,-73.94981215,"(40.788753382, -73.949812152)"
330823001,1/11/2016,15:00:00,,,1/2/2017,364,OTHER STATE LAWS (NON PENAL LA,848,"NY STATE LAWS,UNCLASSIFIED MIS",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,983903,200257,40.71634415,-74.00125319,"(40.716344152, -74.001253193)"
578144811,1/13/2016,15:00:00,,,9/27/2017,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,7,INSIDE,RESIDENCE - APT. HOUSE,,,988770,200861,40.71800084,-73.98369588,"(40.71800084, -73.983695877)"
169600829,1/14/2016,16:45:00,,,1/25/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,999400,231576,40.80229382,-73.94527973,"(40.802293818, -73.945279726)"
578482550,1/15/2016,14:00:00,,,8/23/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,COMMERCIAL BUILDING,,,,,,,
402293414,1/15/2016,13:12:00,5/5/2016,18:42:00,5/23/2017,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESTAURANT/DINER,,,992530,213503,40.7526973,-73.9701164,"(40.752697297, -73.970116397)"
497442797,1/15/2016,15:00:00,,,3/16/2017,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,OTHER,,,983903,200257,40.71634415,-74.00125319,"(40.716344152, -74.001253193)"
856494574,1/15/2016,5:00:00,2/15/2016,5:00:00,1/16/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESTAURANT/DINER,,,,,,,
452227298,1/15/2016,9:00:00,12/31/2016,9:00:00,1/3/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1003824,253155,40.86151327,-73.9292373,"(40.861513269, -73.929237303)"
716489483,1/16/2016,8:00:00,8/22/2017,8:00:00,9/21/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,985720,214562,40.75560774,-73.99469554,"(40.755607737, -73.994695538)"
385958239,1/16/2016,4:50:00,,,1/25/2017,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,7,,TRANSIT - NYC SUBWAY,,,986967,199425,40.7140601,-73.99020065,"(40.714060101, -73.990200647)"
763430514,1/16/2016,19:16:00,1/16/2016,19:30:00,1/24/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,CHAIN STORE,,,982275,199605,40.71455435,-74.00712575,"(40.714554354, -74.007125746)"
276525863,1/18/2016,1:42:00,1/18/2016,2:20:00,3/15/2017,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,DOCTOR/DENTIST OFFICE,,,1000665,246136,40.84225464,-73.94067494,"(40.842254636, -73.940674937)"
796273034,1/18/2016,18:30:00,1/18/2017,19:42:00,1/18/2017,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DEPARTMENT STORE,,,993570,216847,40.76187469,-73.96635808,"(40.76187469, -73.966358084)"
983144911,1/19/2016,21:05:00,1/19/2017,21:15:00,1/19/2017,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,STREET,,,987979,211939,40.7484076,-73.98654321,"(40.748407601, -73.986543214)"
723228272,1/20/2016,11:00:00,1/20/2017,15:30:00,1/20/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,STREET,,,988750,211831,40.74811081,-73.98376069,"(40.748110809, -73.983760692)"
438410881,1/21/2016,11:23:00,1/21/2017,11:23:00,1/21/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,10,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,984134,212015,40.74861699,-74.0004201,"(40.748616987, -74.000420103)"
474890429,1/21/2016,11:23:00,1/21/2017,11:23:00,1/21/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,10,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,984134,212015,40.74861699,-74.0004201,"(40.748616987, -74.000420103)"
200361792,1/22/2016,20:00:00,6/26/2017,22:30:00,6/25/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,995114,231061,40.80088659,-73.96076157,"(40.800886592, -73.960761567)"
515778917,1/23/2016,3:00:00,1/23/2016,4:00:00,5/11/2017,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,
209832984,1/23/2016,8:00:00,2/14/2016,13:00:00,2/26/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DEPARTMENT STORE,,,993570,216847,40.76187469,-73.96635808,"(40.76187469, -73.966358084)"
753188104,1/24/2016,12:00:00,4/6/2017,14:00:00,4/6/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,OTHER,,,1000024,244647,40.83816893,-73.94299512,"(40.838168933, -73.942995118)"
106920933,1/24/2016,7:40:00,1/24/2017,17:39:00,1/24/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,19,INSIDE,RESIDENCE - PUBLIC HOUSING,,,999232,224051,40.78164001,-73.94590333,"(40.781640008, -73.945903325)"
157881896,1/25/2016,17:05:00,1/25/2017,17:30:00,1/25/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DEPARTMENT STORE,,,998837,224878,40.78391056,-73.94732782,"(40.783910564, -73.947327824)"
349069262,1/26/2016,18:45:00,,,1/26/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,CLOTHING/BOUTIQUE,,,989208,221350,40.77423778,-73.98210072,"(40.774237779, -73.982100724)"
413019823,1/26/2016,13:35:00,1/26/2017,15:30:00,1/26/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,7,,STREET,,,989634,200301,40.71646329,-73.98057951,"(40.716463291, -73.980579509)"
917566666,1/27/2016,9:00:00,3/26/2017,9:00:00,4/13/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,994058,215488,40.75814405,-73.96459848,"(40.758144054, -73.964598483)"
126030262,1/27/2016,12:00:00,2/10/2017,12:00:00,2/17/2017,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,987735,211194,40.74636286,-73.98742422,"(40.746362862, -73.987424215)"
562329445,1/27/2016,10:30:00,1/27/2017,10:45:00,1/30/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,OTHER,,,1003171,248390,40.84843619,-73.93161148,"(40.84843619, -73.931611484)"
781036599,1/30/2016,16:00:00,1/30/2017,16:10:00,2/15/2017,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,9,INSIDE,RESIDENCE - PUBLIC HOUSING,,,991340,203192,40.72439719,-73.97442234,"(40.724397188, -73.974422337)"
111231345,1/30/2016,10:18:00,1/30/2016,10:28:00,2/13/2017,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,995819,222445,40.77723709,-73.95823,"(40.777237088, -73.958230003)"
171282406,1/30/2016,11:17:00,,,1/30/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,1001021,238518,40.82134475,-73.93940734,"(40.821344747, -73.939407339)"
328297878,2/1/2016,0:00:00,2/11/2016,23:59:00,8/25/2017,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,987867,210237,40.74373608,-73.98694835,"(40.743736083, -73.986948346)"
663313836,2/1/2016,9:00:00,2/7/2017,10:00:00,5/9/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,DOCTOR/DENTIST OFFICE,,,981936,198565,40.71169972,-74.00834824,"(40.711699719, -74.008348243)"
207792971,2/1/2016,0:00:00,5/1/2017,14:00:00,5/2/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,,,1002837,229820,40.79746752,-73.93287016,"(40.797467517, -73.932870163)"
721478572,2/1/2016,12:00:00,,,4/24/2017,104,RAPE,155,RAPE 2,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINCOLN,,,,,
248502640,2/1/2016,0:01:00,3/2/2017,13:00:00,3/2/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,999330,240530,40.82687017,-73.94551245,"(40.826870165, -73.945512448)"
920750239,2/1/2016,9:00:00,1/25/2017,21:35:00,1/26/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,1002273,248556,40.84889369,-73.93485686,"(40.848893689, -73.934856858)"
410348139,2/1/2016,19:00:00,1/12/2017,13:10:00,1/14/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,BAR/NIGHT CLUB,,,984187,204203,40.72717498,-74.00022875,"(40.727174978, -74.000228746)"
817597936,2/2/2016,23:00:00,,,7/14/2017,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,HOTEL/MOTEL,,,,,,,
138713230,2/3/2016,22:00:00,6/9/2017,23:59:00,8/9/2017,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,990036,226881,40.78941841,-73.97910649,"(40.789418407, -73.97910649)"
186755210,2/3/2016,21:12:00,2/3/2016,21:17:00,6/28/2017,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,CHECK CASHING BUSINESS,,,994462,230341,40.79891117,-73.96311763,"(40.798911166, -73.963117633)"
848934033,2/4/2016,13:15:00,3/16/2016,20:30:00,5/23/2017,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESTAURANT/DINER,,,992530,213503,40.7526973,-73.9701164,"(40.752697297, -73.970116397)"
131615245,2/4/2016,16:10:00,,,2/4/2017,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,5,,STREET,,,984294,201298,40.71920145,-73.99984272,"(40.719201454, -73.999842718)"
688568659,2/4/2016,0:01:00,2/4/2017,3:00:00,2/4/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,FRONT OF,OTHER,,,987581,205223,40.729974,-73.98798295,"(40.729974003, -73.98798295)"
497679486,2/10/2016,2:00:00,8/19/2017,7:00:00,8/30/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,1001528,244950,40.83899777,-73.93755897,"(40.838997766, -73.93755897)"
